,Unnamed: 0,Combination,Global_Accuracy(%)_zero,Global_Latency_Sum(ms)_zero,Prediction_Time(s),New_Combination_zero,Numeric_Tuple,New_Combination_sim,Global_Accuracy(%)_sim,Global_DataVolume,Global_Latency_Sum(ms)_sim,Global_RoundTime_Max(ms),Combination_Computation_Time(s),Numerical_Combination,Global_Accuracy(%)_history,Global_Latency_Sum(ms)_history
0,0,C3-C8-C10,44.82542310095767,9677.191092862811,0.0005116462707519,C3-C8-C10-C16-C17,"(3, 8, 10, 16, 17)",C3-C8-C10-C16-C17,27.4399995803833,13986,8664.549827575684,1790.100336074829,12.076,3-8-10-16-17,90.098,8471.3
1,1,C1-C6-C8,37.42567330332198,8549.189541231954,0.0001068115234375,C1-C6-C8-C15-C19,"(1, 6, 8, 15, 19)",C1-C6-C8-C15-C19,56.81999921798706,13990,8373.711585998535,1692.873477935791,12.099,1-6-8-15-19,86.33800000000001,8432.960000000001
2,2,C4-C6-C7,40.20454525949219,9596.720078864564,8.153915405273438e-05,C4-C6-C7-C17-C19,"(4, 6, 7, 17, 19)",C4-C6-C7-C17-C19,31.240001320838928,13990,8549.075603485107,1783.0159664154053,12.005,4-6-7-17-19,82.902,8400.59
3,3,C2-C5-C8-C10,54.57075206543633,10275.64271237668,0.0001537799835205,C2-C5-C8-C10-C16,"(2, 5, 8, 10, 16)",C2-C5-C8-C10-C16,41.19000136852264,13980,8367.740392684937,1687.734842300415,11.765,2-5-8-10-16,83.346,8588.49
4,4,C2-C6-C8,43.53116279517905,8639.224939469044,8.535385131835938e-05,C2-C6-C8-C15-C18,"(2, 6, 8, 15, 18)",C2-C6-C8-C15-C18,73.90999794006348,13979,8869.71664428711,2103.403329849243,12.267,2-6-8-15-18,80.03399999999999,8399.890000000001
5,5,C4-C5-C8,42.80657730032439,9802.889890373648,7.82012939453125e-05,C4-C5-C8-C20-C21,"(4, 5, 8, 20, 21)",C4-C5-C8-C20-C21,50.42999982833862,13983,8394.451379776001,1691.044807434082,11.779,4-5-8-20-21,87.602,8747.5
6,6,C1-C3-C4-C7,46.34808932851415,10426.742840943343,7.557868957519531e-05,C1-C3-C4-C7-C17,"(1, 3, 4, 7, 17)",C1-C3-C4-C7-C17,58.02000164985657,13995,8457.154273986816,1699.993371963501,12.309,1-3-4-7-17,88.49199999999999,8424.86
7,7,C1-C2-C7-C10,44.623684908476186,10095.645040855628,7.605552673339844e-05,C1-C2-C7-C10-C17,"(1, 2, 7, 10, 17)",C1-C2-C7-C10-C17,25.0,13989,8600.948333740234,1765.9080028533936,11.94,1-2-7-10-17,84.054,8481.91
8,8,C1-C4-C8-C10,49.94795198365071,10178.85644244177,7.557868957519531e-05,C1-C4-C8-C10-C21,"(1, 4, 8, 10, 21)",C1-C4-C8-C10-C21,43.9300000667572,13985,8489.93706703186,1704.476833343506,11.834,1-4-8-10-21,90.416,8474.68
9,9,C3-C9-C10,40.904860147512,10270.543145972964,7.605552673339844e-05,C3-C9-C10-C20-C24,"(3, 9, 10, 20, 24)",C3-C9-C10-C20-C24,40.549999475479126,13983,8427.1981716156,1696.0961818695068,11.761,3-9-10-20-24,87.06800000000001,8637.079999999998
10,10,C1-C5-C6,37.28692719454314,8509.888475232287,7.581710815429688e-05,C1-C5-C6-C15-C17,"(1, 5, 6, 15, 17)",C1-C5-C6-C15-C17,51.94000005722046,13995,9008.77285003662,2204.526662826538,12.4,1-5-6-15-17,84.282,8563.61
11,11,C2-C5-C10,45.26249223566143,8875.149414284806,7.557868957519531e-05,C2-C5-C10-C15-C19,"(2, 5, 10, 15, 19)",C2-C5-C10-C15-C19,27.12000012397766,13989,8444.913387298584,1696.0105895996094,11.778,2-5-10-15-19,83.98800000000001,8564.89
12,12,C2-C5-C6-C8,48.27492155249109,10566.495415307483,7.557868957519531e-05,C2-C5-C6-C8-C17,"(2, 5, 6, 8, 17)",C2-C5-C6-C8-C17,31.560000777244568,13984,8412.701606750488,1696.1193084716797,11.852,2-5-6-8-17,78.638,8545.8
13,13,C2-C6-C8,42.91065494807695,8778.982308912076,8.511543273925781e-05,C2-C6-C8-C16-C19,"(2, 6, 8, 16, 19)",C2-C6-C8-C16-C19,53.68000268936157,13980,9015.629768371582,2283.200263977051,12.398,2-6-8-16-19,80.85,8421.730000000001
14,14,C1-C7-C9,38.70828454370185,9164.817732728809,0.0001032352447509,C1-C7-C9-C20-C22,"(1, 7, 9, 20, 22)",C1-C7-C9-C20-C22,40.92000126838684,13988,8512.271881103516,1718.24312210083,11.878,1-7-9-20-22,85.71000000000001,8650.300000000001
15,15,C6-C9-C10,47.64858504327969,10251.702681613777,7.43865966796875e-05,C6-C9-C10-C16-C19,"(6, 9, 10, 16, 19)",C6-C9-C10-C16-C19,27.810001373291016,13986,8367.501020431519,1697.5789070129397,11.748,6-9-10-16-19,84.73800000000001,8454.81
16,16,C1-C2-C8,36.469221441172216,8448.073914440669,7.486343383789062e-05,C1-C2-C8-C20-C21,"(1, 2, 8, 20, 21)",C1-C2-C8-C20-C21,53.86000275611877,13982,8424.410343170166,1699.1198062896729,11.729,1-2-8-20-21,86.25800000000001,8662.06
17,17,C2-C8-C10,47.56404363388284,9098.66902000192,7.462501525878906e-05,C2-C8-C10-C21-C22,"(2, 8, 10, 21, 22)",C2-C8-C10-C21-C22,52.36999988555908,13979,8563.525199890137,1787.2264385223389,12.579,2-8-10-21-22,83.228,8462.150000000001
18,18,C4-C7-C9,43.49589763441858,10168.514056652382,7.319450378417969e-05,C4-C7-C9-C17-C20,"(4, 7, 9, 17, 20)",C4-C7-C9-C17-C20,34.380000829696655,13988,8528.6283493042,1719.2504405975342,11.884,4-7-9-17-20,87.46399999999998,8616.23
19,19,C3-C4-C8-C10,52.14032591286206,10641.007345010275,9.512901306152344e-05,C3-C4-C8-C10-C18,"(3, 4, 8, 10, 18)",C3-C4-C8-C10-C18,54.28000092506409,13980,8474.238157272339,1706.7809104919434,11.857,3-4-8-10-18,88.28200000000001,8432.48
20,20,C2-C5-C9-C10,53.32371982097124,10527.601931013804,7.82012939453125e-05,C2-C5-C9-C10-C22,"(2, 5, 9, 10, 22)",C2-C5-C9-C10-C22,42.30999946594238,13984,8460.179328918457,1695.3954696655271,11.782,2-5-9-10-22,80.75800000000001,8573.300000000001
21,21,C2-C7-C8,46.63704891743387,8848.531331959633,7.43865966796875e-05,C2-C7-C8-C16-C19,"(2, 7, 8, 16, 19)",C2-C7-C8-C16-C19,47.20999896526337,13985,8442.646265029907,1705.444097518921,11.76,2-7-8-16-19,84.404,8420.62
22,22,C7-C8-C9,40.53316783074263,10639.098304225625,7.462501525878906e-05,C7-C8-C9-C18-C24,"(7, 8, 9, 18, 24)",C7-C8-C9-C18-C24,40.66999852657318,13985,9354.55298423767,2522.2771167755127,12.671,7-8-9-18-24,86.434,8388.669999999998
23,23,C1-C6-C8,39.42715906463008,8533.946584812951,7.414817810058594e-05,C1-C6-C8-C16-C23,"(1, 6, 8, 16, 23)",C1-C6-C8-C16-C23,39.079999923706055,13986,8556.557893753052,1729.1698455810547,11.922,1-6-8-16-23,86.282,8457.980000000001
24,24,C1-C2-C6,34.355463218115176,8658.20625927074,7.414817810058594e-05,C1-C2-C6-C15-C20,"(1, 2, 6, 15, 20)",C1-C2-C6-C15-C20,34.619998931884766,13982,8468.520641326904,1706.003189086914,11.832,1-2-6-15-20,80.28999999999999,8639.53
25,25,C3-C4-C10,42.783989428034026,9401.721602408656,9.79900360107422e-05,C3-C4-C10-C22-C25,"(3, 4, 10, 22, 25)",C3-C4-C10-C22-C25,73.33999872207642,13985,8403.784275054932,1699.3741989135742,11.815,3-4-10-22-25,86.764,8407.46
26,26,C1-C2-C6,34.44072933895388,8829.110063669417,7.700920104980469e-05,C1-C2-C6-C21-C24,"(1, 2, 6, 21, 24)",C1-C2-C6-C21-C24,31.349998712539676,13984,8434.012651443481,1734.750509262085,11.783,1-2-6-21-24,79.80799999999999,8419.990000000002
27,27,C2-C7-C8-C10,52.73335460161749,10345.533384795428,7.62939453125e-05,C2-C7-C8-C10-C17,"(2, 7, 8, 10, 17)",C2-C7-C8-C10-C17,37.45000064373016,13984,8450.238943099976,1701.6446590423584,11.776,2-7-8-10-17,83.432,8458.89
28,28,C4-C7-C8,43.67352007293741,9863.845532658388,7.510185241699219e-05,C4-C7-C8-C20-C23,"(4, 7, 8, 20, 23)",C4-C7-C8-C20-C23,36.55000030994415,13983,9522.299766540527,2689.0134811401367,12.954,4-7-8-20-23,87.502,8618.73
29,29,C4-C6-C8,40.992370602645,9937.285162843522,7.486343383789062e-05,C4-C6-C8-C15-C20,"(4, 6, 8, 15, 20)",C4-C6-C8-C15-C20,41.44999980926514,13978,8468.913555145264,1706.761598587036,11.849,4-6-8-15-20,83.724,8605.57
30,30,C3-C7-C10,42.11958388872301,10163.94434646645,7.414817810058594e-05,C3-C7-C10-C16-C24,"(3, 7, 10, 16, 24)",C3-C7-C10-C16-C24,61.14000082015991,13986,8458.534240722656,1700.4632949829102,11.748,3-7-10-16-24,85.78,8431.08
31,31,C1-C3-C6,36.71891034170411,8884.107221043563,7.414817810058594e-05,C1-C3-C6-C18-C24,"(1, 3, 6, 18, 24)",C1-C3-C6-C18-C24,35.22999882698059,13985,8416.784286499023,1702.1167278289795,11.753,1-3-6-18-24,82.956,8408.45
32,32,C6-C7-C9,43.357000802177474,10133.63165585349,7.414817810058594e-05,C6-C7-C9-C21-C25,"(6, 7, 9, 21, 25)",C6-C7-C9-C21-C25,42.98000037670136,13995,8427.779197692871,1688.2507801055908,11.756,6-7-9-21-25,83.542,8377.039999999999
33,33,C3-C6-C7,38.125209797570896,9481.987626784188,7.414817810058594e-05,C3-C6-C7-C22-C23,"(3, 6, 7, 22, 23)",C3-C6-C7-C22-C23,37.65999972820282,13990,8429.911851882935,1691.4918422698977,11.841,3-6-7-22-23,80.208,8404.72
34,34,C5-C9-C10,46.08374928156795,10229.11186617466,7.295608520507812e-05,C5-C9-C10-C21-C25,"(5, 9, 10, 21, 25)",C5-C9-C10-C21-C25,50.48999786376953,13995,9689.773082733154,2842.2107696533203,13.064,5-9-10-21-25,88.792,8550.33
35,35,C1-C4-C8,41.19820929918212,9281.121771916673,7.367134094238281e-05,C1-C4-C8-C24-C25,"(1, 4, 8, 24, 25)",C1-C4-C8-C24-C25,29.62000072002411,13985,8612.705945968628,1733.6626052856443,11.96,1-4-8-24-25,89.684,8387.4
36,36,C1-C8-C9-C10,48.25729310152078,10371.740888490303,0.0001060962677001,C1-C8-C9-C10-C17,"(1, 8, 9, 10, 17)",C1-C8-C9-C10-C17,47.929999232292175,13990,8560.117483139038,1729.6991348266602,11.877,1-8-9-10-17,91.11,8492.09
37,37,C3-C4-C5-C10,50.68149210392798,10640.02495322188,7.62939453125e-05,C3-C4-C5-C10-C17,"(3, 4, 5, 10, 17)",C3-C4-C5-C10-C17,32.109999656677246,13990,8403.333187103271,1700.348138809204,11.846,3-4-5-10-17,87.248,8565.539999999999
38,38,C3-C4-C8-C10,51.67829036575106,10555.931856504114,7.462501525878906e-05,C3-C4-C8-C10-C21,"(3, 4, 8, 10, 21)",C3-C4-C8-C10-C21,33.03999900817871,13985,8443.896055221558,1704.9498558044434,11.85,3-4-8-10-21,89.326,8439.15
39,39,C1-C6-C10,40.08763340569239,9291.638578700826,7.367134094238281e-05,C1-C6-C10-C24-C25,"(1, 6, 10, 24, 25)",C1-C6-C10-C24-C25,45.66999971866608,13985,8417.036771774292,1699.6259689331057,11.759,1-6-10-24-25,83.566,8429.99
40,40,C5-C8-C10,41.84783568037116,10717.1999498654,7.510185241699219e-05,C5-C8-C10-C23-C24,"(5, 8, 10, 23, 24)",C5-C8-C10-C23-C24,55.66999912261963,13985,8480.98087310791,1710.425615310669,11.832,5-8-10-23-24,86.90599999999999,8568.529999999999
41,41,C2-C3-C8,42.94308733362879,9111.145215899114,7.43865966796875e-05,C2-C3-C8-C23-C24,"(2, 3, 8, 23, 24)",C2-C3-C8-C23-C24,20.99000066518784,13984,9874.238014221191,3083.808898925781,13.278,2-3-8-23-24,84.718,8395.380000000001
42,42,C2-C4-C5-C7,54.97742874309126,10302.708535193571,7.319450378417969e-05,C2-C4-C5-C7-C16,"(2, 4, 5, 7, 16)",C2-C4-C5-C7-C16,31.529998779296875,13985,8546.587944030762,1728.5590171813965,11.995,2-4-5-7-16,81.274,8525.61
43,43,C1-C4-C5-C8,47.29495063611284,10401.824014701217,7.271766662597656e-05,C1-C4-C5-C8-C23,"(1, 4, 5, 8, 23)",C1-C4-C5-C8-C23,35.29999852180481,13990,8563.01474571228,1718.1158065795898,11.982,1-4-5-8-23,89.304,8561.81
44,44,C1-C2-C9,36.99601026531891,8648.290036118055,7.319450378417969e-05,C1-C2-C9-C18-C22,"(1, 2, 9, 18, 22)",C1-C2-C9-C18-C22,46.36000096797943,13984,8496.579885482788,1713.3963108062744,11.835,1-2-9-18-22,83.73400000000001,8436.74
45,45,C3-C5-C6-C9,47.25465998347351,10967.091890114372,7.367134094238281e-05,C3-C5-C6-C9-C15,"(3, 5, 6, 9, 15)",C3-C5-C6-C9-C15,30.169999599456787,13995,8480.982780456543,1702.644109725952,11.898,3-5-6-9-15,82.8,8512.84
46,46,C1-C3-C6,38.31489630718594,8966.575385401142,7.390975952148438e-05,C1-C3-C6-C16-C24,"(1, 3, 6, 16, 24)",C1-C3-C6-C16-C24,28.70000004768372,13986,8420.562267303467,1692.1019554138184,11.82,1-3-6-16-24,83.69800000000001,8421.61
47,47,C2-C5-C9,43.81124002334986,8845.561979354556,7.390975952148438e-05,C2-C5-C9-C17-C21,"(2, 5, 9, 17, 21)",C2-C5-C9-C17-C21,44.26999986171722,13994,8380.467891693115,1698.1687545776367,11.78,2-5-9-17-21,85.04599999999999,8547.320000000002
48,48,C6-C7-C9,44.79252409208429,10061.404581243663,9.5367431640625e-05,C6-C7-C9-C16-C25,"(6, 7, 9, 16, 25)",C6-C7-C9-C16-C25,55.080002546310425,13991,8443.415403366089,1703.3040523529053,11.779,6-7-9-16-25,83.24,8383.53
49,49,C1-C4-C7,38.62056348866267,8935.369611344186,7.462501525878906e-05,C1-C4-C7-C17-C24,"(1, 4, 7, 17, 24)",C1-C4-C7-C17-C24,50.3600001335144,13990,8461.117267608643,1709.5060348510742,11.781,1-4-7-17-24,87.42999999999999,8414.93
50,50,C1-C2-C5-C8,42.61344892753677,10198.747628463592,7.390975952148438e-05,C1-C2-C5-C8-C25,"(1, 2, 5, 8, 25)",C1-C2-C5-C8-C25,60.659998655319214,13989,10240.307569503784,3327.909469604492,13.624,1-2-5-8-25,85.068,8540.18
51,51,C1-C3-C9,37.82186334447208,9179.049526886049,7.295608520507812e-05,C1-C3-C9-C20-C24,"(1, 3, 9, 20, 24)",C1-C3-C9-C20-C24,22.15999960899353,13988,8625.841856002808,1740.5102252960205,12.056,1-3-9-20-24,88.54,8626.5
52,52,C4-C7-C8,42.79782295128315,10227.294531273854,7.534027099609375e-05,C4-C7-C8-C16-C24,"(4, 7, 8, 16, 24)",C4-C7-C8-C16-C24,56.33000135421753,13981,8536.883354187012,1722.0308780670166,11.94,4-7-8-16-24,86.494,8391.41
53,53,C2-C8-C9,45.23181484932776,9204.975319695905,7.43865966796875e-05,C2-C8-C9-C20-C22,"(2, 8, 9, 20, 22)",C2-C8-C9-C20-C22,61.00999712944031,13977,8502.604007720947,1710.313081741333,11.788,2-8-9-20-22,82.74600000000001,8630.34
54,54,C5-C7-C9-C10,51.84492031504923,10890.419777369854,7.319450378417969e-05,C5-C7-C9-C10-C16,"(5, 7, 9, 10, 16)",C5-C7-C9-C10-C16,38.82000148296356,13991,8536.695718765259,1721.0721969604492,11.852,5-7-9-10-16,85.766,8577.269999999999
